2,"t","Honey Bee Colonies: Released August 1, 2023, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
2,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2022"
2,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
2,"h","","","","","","",""
2,"h","","Varroa","Other pests","","","",""
2,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
2,"h","","","","","","",""
2,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
2,"d","Alabama",36.9,17.0,-,3.7,10.8,5.3
2,"d","Arizona",14.8,-,3.0,"(Z)","(Z)",0.5
2,"d","Arkansas",39.8,28.1,"(Z)",23.1,1.3,8.9
2,"d","California",29.7,7.2,3.3,5.3,3.9,4.2
2,"d","Colorado",13.5,-,3.8,0.6,3.4,2.6
2,"d","Connecticut",10.2,2.3,1.4,"(Z)",3.5,1.2
2,"d","Florida",39.0,13.1,3.7,9.8,6.4,8.2
2,"d","Georgia",41.2,17.4,0.6,5.1,5.9,3.0
2,"d","Idaho",57.0,1.1,"(Z)",35.5,1.4,1.3
2,"d","",,,,,,
2,"d","Illinois",20.1,6.9,2.0,4.3,5.4,10.6
2,"d","Indiana",28.5,11.5,1.7,3.6,9.7,5.9
2,"d","Iowa",29.7,13.0,0.7,0.9,1.6,5.1
2,"d","Kansas",37.8,21.8,3.7,1.7,4.2,5.1
2,"d","Kentucky",15.6,3.9,3.0,2.8,5.6,11.0
2,"d","Louisiana",61.1,48.1,-,-,0.6,7.6
2,"d","Maine",7.3,1.2,-,-,7.0,1.2
2,"d","Maryland",23.7,7.4,0.6,2.3,12.1,13.6
2,"d","Massachusetts",13.4,2.9,0.7,-,1.6,2.7
2,"d","Michigan",6.1,1.9,1.9,1.4,4.2,"(Z)"
2,"d","",,,,,,
2,"d","Minnesota",1.1,-,-,"(Z)","(Z)",1.0
2,"d","Mississippi",53.1,12.5,6.1,2.0,1.8,8.9
2,"d","Missouri",11.1,8.6,"(Z)",0.5,5.3,5.2
2,"d","Montana",0.5,-,-,-,"(Z)","(Z)"
2,"d","Nebraska",3.2,-,0.7,-,"(Z)",2.3
2,"d","New Jersey",13.3,3.9,"(Z)",-,0.6,1.8
2,"d","New Mexico",48.7,"(Z)","(Z)",-,0.5,"(Z)"
2,"d","New York",16.6,4.1,"(Z)",3.1,7.7,6.6
2,"d","North Carolina",23.4,7.6,"(Z)",-,2.4,1.0
2,"d","North Dakota",33.1,-,-,-,-,"(Z)"
2,"d","",,,,,,
2,"d","Ohio",18.0,4.8,0.7,1.7,2.2,7.2
2,"d","Oklahoma",18.8,"(Z)",-,-,-,"(Z)"
2,"d","Oregon",11.4,-,-,1.4,"(Z)",1.1
2,"d","Pennsylvania",14.6,3.9,"(Z)",0.6,3.1,3.0
2,"d","South Carolina",38.0,3.8,-,"(Z)",4.5,3.1
2,"d","South Dakota",4.2,3.4,-,"(Z)",1.8,"(Z)"
2,"d","Tennessee",12.9,5.1,1.0,"(Z)",3.3,3.0
2,"d","Texas",21.2,2.1,0.6,3.6,6.0,1.5
2,"d","Utah",22.2,1.5,3.0,-,"(Z)",0.5
2,"d","Vermont",15.2,1.9,1.3,4.0,2.7,0.5
2,"d","",,,,,,
2,"d","Virginia",25.7,13.9,2.5,"(Z)",12.0,7.8
2,"d","Washington",8.3,4.0,3.6,-,2.6,"(Z)"
2,"d","West Virginia",15.8,7.4,1.7,1.2,6.0,0.9
2,"d","Wisconsin",7.9,"(Z)","(Z)",6.5,2.0,0.5
2,"d","Wyoming",2.2,-,-,-,1.2,0.8
2,"d","",,,,,,
2,"d","Other States 4/",65.6,58.9,1.0,"(Z)",2.8,"(Z)"
2,"d","",,,,,,
2,"d","United States",36.0,8.8,2.7,7.7,4.8,4.4
2,"c",""
2,"f","-  Represents zero."
2,"f","(Z)  Less than half of the unit shown."
2,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
2,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
2,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
2,"f","4/ Includes data for States not published in this table."
