10,"t","Honey Bee Colonies: Released August 1, 2023, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2022"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",23.1,9.7,-,0.6,5.6,6.7
10,"d","Arizona",17.9,0.5,0.9,-,3.1,1.8
10,"d","Arkansas",9.9,2.7,"(Z)","(Z)","(Z)",0.6
10,"d","California",48.6,24.8,18.8,19.0,27.1,3.4
10,"d","Colorado",5.3,"(Z)","(Z)","(Z)","(Z)",4.5
10,"d","Connecticut",12.8,2.3,"(Z)",0.7,1.2,0.6
10,"d","Florida",33.2,14.7,3.5,14.2,7.8,7.0
10,"d","Georgia",33.5,11.5,3.3,3.7,8.5,2.1
10,"d","Idaho",17.8,2.8,2.2,4.1,2.0,10.8
10,"d","",,,,,,
10,"d","Illinois",25.2,9.0,0.3,4.2,2.3,8.9
10,"d","Indiana",43.1,23.4,18.2,20.7,17.1,14.8
10,"d","Iowa",6.7,1.3,0.9,2.3,1.4,2.9
10,"d","Kansas",70.0,2.7,-,0.8,30.1,1.8
10,"d","Kentucky",20.3,5.2,-,"(Z)",6.6,10.2
10,"d","Louisiana",18.5,9.1,1.2,2.1,5.2,0.9
10,"d","Maine",9.0,2.3,-,8.1,-,0.7
10,"d","Maryland",40.9,10.9,0.9,0.6,13.4,2.2
10,"d","Massachusetts",29.8,0.7,3.0,1.5,10.6,2.0
10,"d","Michigan",24.9,4.3,6.3,1.5,2.6,5.3
10,"d","",,,,,,
10,"d","Minnesota",9.1,"(Z)","(Z)",3.0,0.9,1.1
10,"d","Mississippi",13.0,1.7,0.5,5.0,5.4,4.7
10,"d","Missouri",12.5,8.8,-,-,2.2,1.0
10,"d","Montana",27.8,8.8,1.3,7.3,0.7,-
10,"d","Nebraska",31.4,12.9,10.9,"(Z)",-,7.4
10,"d","New Jersey",15.0,6.1,"(Z)","(Z)",0.5,4.1
10,"d","New Mexico",20.3,5.0,4.8,1.6,1.4,1.1
10,"d","New York",59.3,38.8,19.1,19.5,41.1,3.4
10,"d","North Carolina",13.5,6.4,3.1,3.6,3.7,"(Z)"
10,"d","North Dakota",35.6,12.2,1.6,4.3,0.9,2.5
10,"d","",,,,,,
10,"d","Ohio",15.2,8.2,"(Z)","(Z)",2.2,2.6
10,"d","Oklahoma",10.4,1.1,-,1.3,0.9,"(Z)"
10,"d","Oregon",63.4,25.5,19.8,15.8,3.3,1.7
10,"d","Pennsylvania",49.4,12.6,1.5,7.1,3.1,4.9
10,"d","South Carolina",23.6,2.4,-,0.5,4.9,1.4
10,"d","South Dakota",67.1,30.7,5.0,11.4,9.4,"(Z)"
10,"d","Tennessee",24.4,7.6,2.5,0.7,1.0,3.1
10,"d","Texas",14.0,12.8,4.3,4.3,3.8,3.0
10,"d","Utah",9.2,3.2,2.1,"(Z)","(Z)","(Z)"
10,"d","Vermont",12.0,3.2,1.1,0.6,-,-
10,"d","",,,,,,
10,"d","Virginia",43.3,20.9,"(Z)",-,6.4,3.9
10,"d","Washington",34.0,6.4,-,"(Z)",4.2,8.2
10,"d","West Virginia",33.4,3.8,0.8,-,6.4,0.5
10,"d","Wisconsin",23.2,21.4,19.4,17.5,9.9,11.7
10,"d","Wyoming",22.9,5.9,4.2,-,-,7.4
10,"d","",,,,,,
10,"d","Other States 4/",22.4,18.5,"(Z)","(Z)",-,0.7
10,"d","",,,,,,
10,"d","United States",44.3,19.8,10.3,12.4,14.2,4.7
10,"c",""
10,"f","-  Represents zero."
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Includes data for States not published in this table."
